"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"tbb-1_high_impact_SNV"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-4_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-1_SVs"	"tbb-1_SV_ids"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-1_var"	"ben-1_var"	"tbb-2_var"	"tbb-4_var"	"mec-7_var"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"JU3200"	"JU3200"	13.0232	77.5668	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU3201"	"JU3201"	13.0222	77.5676	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU3202"	"JU3202"	13.02272	77.56866	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU3203"	"JU3203"	13.0727	77.579	"Rotting_flower"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU3206"	"JU3206"	13.07251	77.57924	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU3207"	"JU3207"	13.07206	77.58014	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3237"	"JU3237"	-12.76	45.09	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3272"	"JU3272"	50.34886	14.475	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	"splice_region_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"splice_region_NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"Splice donor"
"JU3281"	"JU3281"	50.0711	14.42028	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3319"	"JU3319"	31.2306	121.4718	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3321"	"JU3321"	31.15	121.44305	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3326"	"JU3326"	31.23025	121.3955	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3327"	"JU3327"	31.23025	121.3955	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU3416"	"JU3416"	38.2541	140.8508	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4042"	"JU4042"	21.03892	105.83122	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4051"	"JU4051"	22.3228	103.8841	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4058"	"JU4058"	22.301	103.9218	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4060"	"JU4060"	22.2901	103.9332	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4062"	"JU4062"	22.2898	103.9338	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4064"	"JU4064"	22.2883	103.9369	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4080"	"JU4080"	12.0641	108.5043	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4084"	"JU4084"	12.1639	108.6667	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU4097"	"JU4097"	12.15426	108.65825	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"JU725"	"JU725"	24.75	110.5	"Compost"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2716"	"MY2716"	54.3491	10.11505	"Arthropod"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY539"	"MY539"	54.3491	10.11505	"Compost"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY681"	"MY681"	51.9641	7.6082	"Compost"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1050"	"NIC1050"	20.51328	-87.24718	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1052"	"NIC1052"	20.51328	-87.24718	"Rotting_nut/pod/seed/fruit"	NA	"missense_Q134H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_Q134H | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"NIC1054"	"NIC1054"	20.48991	-87.72797	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1055"	"NIC1055"	20.48978	-87.72502	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1057"	"NIC1057"	20.48756	-87.72532	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1058"	"NIC1058"	20.48756	-87.72532	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1059"	"NIC1059"	20.48627	-87.72449	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1060"	"NIC1060"	20.48529	-87.72361	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1062"	"NIC1062"	20.68576	-88.20927	"Vegetal_litter/mix"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1069"	"NIC1069"	20.67859	-88.56941	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1103"	"NIC1103"	18.0383007	-89.6738919	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1104"	"NIC1104"	3.638367	-76.198343	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1106"	"NIC1106"	3.45893	-76.531944	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1117"	"NIC1117"	-12.837789	-71.365833	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1123"	"NIC1123"	-12.87435802	-69.49724601	"Rotting_nut/pod/seed/fruit"	NA	"missense_V91I"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_V91I | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"NIC1124"	"NIC1124"	-12.874341	-69.497087	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1135"	"NIC1135"	-12.87313996	-69.49687704	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1138"	"NIC1138"	-12.872112	-69.49822702	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1141"	"NIC1141"	-12.872155	-69.49781103	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC115"	"NIC115"	16.0207	-61.597	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC117"	"NIC117"	16.1779	-61.6563	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1183"	"NIC1183"	-12.88450004	-69.48577797	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC119"	"NIC119"	16.1779	-61.6563	"Rotting_stem"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1190"	"NIC1190"	-12.88059298	-69.48706903	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1202"	"NIC1202"	26.22481	119.99506	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1204"	"NIC1204"	26.22481	119.99506	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1205"	"NIC1205"	26.22481	119.99506	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1218"	"NIC1218"	25.95224	119.9771	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1220"	"NIC1220"	25.95224	119.9771	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1221"	"NIC1221"	25.95147	119.96883	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC123"	"NIC123"	16.1779	-61.6563	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1267"	"NIC1267"	3.622385971	-53.21547696	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1283"	"NIC1283"	3.640333973	-53.20234504	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1288"	"NIC1288"	3.641279032	-53.20139201	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1292"	"NIC1292"	3.630410973	-53.20572797	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1302"	"NIC1302"	3.616456026	-53.20972002	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1304"	"NIC1304"	3.617134038	-53.19634804	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1308"	"NIC1308"	4.86442099325358	-52.3459600377827	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1407"	"NIC1407"	3.630410973	-53.20572797	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1421"	"NIC1421"	4.86785497516393	-52.3451459873467	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1423"	"NIC1423"	3.644299032	-53.19803297	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1525"	"NIC1525"	-17.088793	49.827329	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1528"	"NIC1528"	-16.755721	49.99665	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1529"	"NIC1529"	-16.755873	49.996516	"Compost"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1533"	"NIC1533"	-16.75706	49.993077	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1535"	"NIC1535"	-17.088793	49.827329	"Rotting_flower"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1539"	"NIC1539"	25.06052	121.76957	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1540"	"NIC1540"	25.05792	121.77076	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1562"	"NIC1562"	25.00481	121.73369	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1589"	"NIC1589"	24.68622	121.13734	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1590"	"NIC1590"	24.68622	121.13734	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1591"	"NIC1591"	24.68622	121.13734	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1593"	"NIC1593"	24.68622	121.13734	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1595"	"NIC1595"	24.6871	121.13633	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1598"	"NIC1598"	24.6871	121.13633	"Rotting_nut/pod/seed/fruit"	NA	"missense_S218L"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"missense_S218L | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"NIC1602"	"NIC1602"	24.68897	121.13965	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1607"	"NIC1607"	22.0861	120.84222	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1628"	"NIC1628"	25.02113	121.58315	"Rotting_nut/pod/seed/fruit"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
